tag_id,rel_site,rel_dt,length,weight
989.001039768024,L,5/23/2021 14:25,75,4.8
NA,L,5/23/2021 14:25,82,6.1
989.001034197292,L,5/23/2021 14:25,72,5.3
989.001034196846,L,5/23/2021 14:25,74,4.1
989.001034197388,L,5/23/2021 14:25,82,5.3
989.001034196630,L,5/23/2021 14:25,72,4
989.001034197341,L,5/23/2021 14:25,69,3.4
989.001034197475,L,5/23/2021 14:25,83,6
NA,L,5/23/2021 14:25,75,6
989.001034197369,L,5/23/2021 14:25,75,4.6
989.001034196985,L,5/23/2021 14:25,75,4.9
989.001039768306,L,5/23/2021 14:25,76,5.1
989.001034197168,L,5/23/2021 14:25,84,NA
989.001034196808,L,5/23/2021 14:25,77,4.6
989.001034197351,L,5/23/2021 14:25,76,4.9
989.001039767998,L,5/23/2021 14:25,76,4.4
989.001034196776,L,5/23/2021 14:25,76,4.3
989.001034195091,L,5/23/2021 14:25,79,5.3
989.001039767708,L,5/23/2021 14:25,75,4.3
989.001039767727,L,5/23/2021 14:25,72,4.3
989.001034197534,L,5/23/2021 14:25,77,5.3
989.001039768303,L,5/23/2021 14:25,82,6
989.001039768372,L,5/23/2021 14:25,86,4.8
989.001034196676,L,5/23/2021 14:25,81,5.8
989.001034196925,L,5/23/2021 14:25,74,4.9
989.001039767782,L,5/23/2021 14:25,61,2.4
989.001034197416,L,5/23/2021 14:25,75,4.9
989.001039769520,L,5/23/2021 14:25,79,5.1
989.001034196839,L,5/23/2021 14:25,78,4.8
989.001034196748,L,5/23/2021 14:25,79,5.5
989.001034197480,L,5/23/2021 14:25,79,4.7
989.001039768021,L,5/23/2021 14:25,75,5.3
989.001034197523,L,5/23/2021 14:25,75,4.9
989.001034196777,L,5/23/2021 14:25,78,5.1
989.001034196988,L,5/23/2021 14:25,76,5
989.001034196826,L,5/23/2021 14:25,76,4.3
989.001039768352,L,5/23/2021 14:25,81,5.7
989.001034196790,L,5/23/2021 14:25,81,5.3
989.001034196759,L,5/23/2021 14:25,77,4.8
989.001034197494,L,5/23/2021 14:25,77,5.4
989.001039769619,L,5/23/2021 14:25,77,4.8
989.001039768040,L,5/23/2021 14:25,74,3.8
989.001039769612,L,5/23/2021 14:25,82,5.4
989.001034197125,L,5/23/2021 14:25,75,4.6
989.001034197251,L,5/23/2021 14:25,73,3.9
989.001034196753,L,5/23/2021 14:25,75,4.5
989.001039769587,L,5/23/2021 14:25,77,5
989.001034196967,L,5/23/2021 14:25,77,4.7
989.001039768314,L,5/23/2021 14:25,75,4.5
989.001039769616,L,5/23/2021 14:25,74,4.3
NA,L,5/23/2021 14:25,74,4
989.001039769553,L,5/23/2021 14:25,79,5.5
989.001034196798,L,5/23/2021 14:25,81,5
989.001039769597,L,5/23/2021 14:25,81,6.2
989.001039769545,L,5/23/2021 14:25,78,4.8
989.001039769471,L,5/23/2021 14:25,63,2.3
989.001034196683,L,5/23/2021 14:25,73,4.4
989.001039768319,L,5/23/2021 14:25,75,4.8
989.001034197418,L,5/23/2021 14:25,76,4.7
989.001034197501,L,5/23/2021 14:25,80,5.4
989.001039768028,L,5/23/2021 14:25,79,5
989.001034197343,L,5/23/2021 14:25,77,4.3
989.001034196677,L,5/23/2021 14:25,68,3.4
989.001039769455,L,5/23/2021 14:25,73,4
989.001039769558,L,5/23/2021 14:25,82,5.5
989.001034197294,L,5/23/2021 14:25,69,3.6
989.001034197482,L,5/23/2021 14:25,80,5.9
989.001039769650,L,5/23/2021 14:25,78,4.9
989.001034196851,L,5/23/2021 14:25,72,3.6
989.001039767755,L,5/23/2021 14:25,72,4.4
989.001039767765,L,5/23/2021 14:25,79,5.2
989.001034196907,L,5/23/2021 14:25,78,4.8
989.001039768297,L,5/23/2021 14:25,74,4.5
989.001034197207,L,5/23/2021 14:25,72,4.1
989.001034197443,L,5/23/2021 14:25,70,3.8
989.001039769561,L,5/23/2021 14:25,85,7
989.001039769546,L,5/23/2021 14:25,75,4.7
989.001039768295,L,5/23/2021 14:25,72,4.1
989.001039768334,L,5/23/2021 14:25,83,6.2
989.001034196629,L,5/23/2021 14:25,82,5.9
989.001039769630,L,5/23/2021 14:25,75,5.9
989.001039767725,L,5/23/2021 14:25,74,4.6
989.001034197448,L,5/23/2021 14:25,82,6.1
989.001039769664,L,5/23/2021 14:25,79,5.3
989.001034196810,L,5/23/2021 14:25,74,4.4
989.001034196684,L,5/23/2021 14:25,78,4.5
989.001039768353,L,5/23/2021 14:25,76,4.6
989.001034197333,L,5/23/2021 14:25,78,4.6
989.001034195106,L,5/23/2021 14:25,75,4.9
989.001034196449,L,5/23/2021 14:25,75,4.3
989.001034196564,L,5/23/2021 14:25,75,4.7
989.001034195262,L,5/23/2021 14:25,77,4.8
989.001034197047,L,5/23/2021 14:25,82,5.9
989.001034195073,L,5/23/2021 14:25,77,4.7
989.001034196388,L,5/23/2021 14:25,72,3.7
989.001034195028,L,5/23/2021 14:25,75,4.8
989.001034194608,L,5/23/2021 14:25,73,4.8
989.001034195026,L,5/23/2021 14:25,74,4.6
989.001034196559,L,5/23/2021 14:25,70,3.4
989.001034195197,L,5/23/2021 14:25,78,5.4
989.001034194975,L,5/23/2021 14:25,75,4.4
989.001034197100,L,5/23/2021 14:25,70,3.8
989.001034195014,L,5/23/2021 14:25,74,4.4
989.001034196463,L,5/23/2021 14:25,74,4.4
989.001034195271,L,5/23/2021 14:25,77,5.3
989.001034196568,L,5/23/2021 14:25,70,4.4
989.001034195040,L,5/23/2021 14:25,76,4.6
989.001034196992,L,5/23/2021 14:25,72,4.1
989.001034196440,L,5/23/2021 14:25,69,3.5
989.001034197027,L,5/23/2021 14:25,70,3.9
989.001034194979,L,5/23/2021 14:25,76,4.4
989.001034196543,L,5/23/2021 14:25,76,4
989.001034194958,L,5/23/2021 14:25,71,4.1
989.001034196442,L,5/23/2021 14:25,76,5
989.001034195276,L,5/23/2021 14:25,72,4.3
989.001034196464,L,5/23/2021 14:25,76,4.7
989.001034194612,L,5/23/2021 14:25,67,3.3
989.001034197072,L,5/23/2021 14:25,75,4.8
989.001034196578,L,5/23/2021 14:25,71,3.9
989.001034194728,L,5/23/2021 14:25,70,3.5
989.001034196560,L,5/23/2021 14:25,77,4.7
989.001034194751,L,5/23/2021 14:25,74,4.1
989.001034196072,L,5/23/2021 14:25,73,4.2
989.001034197058,L,5/23/2021 14:25,75,5
989.001034196473,L,5/23/2021 14:25,78,4.8
989.001034196489,L,5/23/2021 14:25,75,4.3
989.001034194910,L,5/23/2021 14:25,75,4.6
989.001034194707,L,5/23/2021 14:25,69,3.8
989.001034194690,L,5/23/2021 14:25,72,3.7
989.001034196404,L,5/23/2021 14:25,69,3.8
989.001034196920,L,5/23/2021 14:25,75,5
989.001034195289,L,5/23/2021 14:25,76,4.6
989.001034194993,L,5/23/2021 14:25,67,5.1
989.001034194981,L,5/23/2021 14:25,80,5.5
989.001034194800,L,5/23/2021 14:25,79,5.2
989.001034195999,L,5/23/2021 14:25,69,3.5
989.001034195004,L,5/23/2021 14:25,78,4.9
989.001034194710,L,5/23/2021 14:25,69,3.3
989.001034196456,L,5/23/2021 14:25,76,4.7
989.001034196532,L,5/23/2021 14:25,75,4.3
989.001034194674,L,5/23/2021 14:25,75,4.6
989.001034197060,L,5/23/2021 14:25,79,5.3
989.001034194939,L,5/23/2021 14:25,84,6.1
989.001034194676,L,5/23/2021 14:25,80,6.1
989.001034194949,L,5/23/2021 14:25,75,5.1
989.001034196408,L,5/23/2021 14:25,76,5.2
989.001034194922,L,5/23/2021 14:25,75,4.5
989.001034196515,L,5/23/2021 14:25,77,5.3
989.001034195301,L,5/23/2021 14:25,72,4.2
989.001034194760,L,5/23/2021 14:25,70,3.8
NA,L,5/23/2021 14:25,70,3.6
989.001034194659,L,5/23/2021 14:25,70,3.9
989.001034195180,L,5/23/2021 14:25,82,6.1
989.001034195230,L,5/23/2021 14:25,76,4.6
989.001034195789,L,5/23/2021 14:25,71,3.9
989.001034196091,L,5/23/2021 14:25,74,4.1
989.001034195049,L,5/23/2021 14:25,71,4.7
989.001034195185,L,5/23/2021 14:25,74,4.7
989.001034195060,L,5/23/2021 14:25,68,3.9
989.001034194991,L,5/23/2021 14:25,76,5.3
NA,L,5/23/2021 14:25,75,4.6
989.001034194795,L,5/23/2021 14:25,72,5.8
989.001034196993,L,5/23/2021 14:25,82,5.8
989.001034196493,L,5/23/2021 14:25,76,4.6
989.001034196471,L,5/23/2021 14:25,80,5.8
989.001034197051,L,5/23/2021 14:25,72,3.9
989.001034195056,L,5/23/2021 14:25,69,3.8
989.001034194934,L,5/23/2021 14:25,70,3.7
989.001034194785,L,5/23/2021 14:25,74,4.4
989.001034195327,L,5/23/2021 14:25,78,4.9
989.001034195967,L,5/23/2021 14:25,75,4.4
989.001034194643,L,5/23/2021 14:25,75,4.9
NA,L,5/23/2021 14:25,74,4.2
989.001034196563,L,5/23/2021 14:25,73,4.2
989.001034196976,L,5/23/2021 14:25,70,3.7
