scan_date,scan_time,download_date,download_time,reader_id,antenna_id,dec_id
5/23/2021,22:45:01.700,7/9/2021,16:01:23,1,1,989.001039767827
5/23/2021,23:23:00.700,7/9/2021,16:01:23,1,1,989.001034195274
5/23/2021,23:27:58.990,7/9/2021,16:01:23,1,1,989.001034195336
5/23/2021,23:36:50.120,7/9/2021,16:01:23,1,1,989.001034195064
5/23/2021,23:43:30.360,7/9/2021,16:01:23,1,1,989.001039768655
5/23/2021,23:44:34.050,7/9/2021,16:01:23,1,1,989.001039767896
5/23/2021,23:47:41.130,7/9/2021,16:01:23,1,1,989.001039767880
5/23/2021,23:57:19.760,7/9/2021,16:01:23,1,1,989.001039768936
5/23/2021,23:59:19.820,7/9/2021,16:01:23,1,1,989.001039768737
5/24/2021,00:01:13.330,7/9/2021,16:01:23,1,1,989.001034194692
5/24/2021,00:02:41.460,7/9/2021,16:01:24,1,1,989.001034194861
5/24/2021,00:04:18.180,7/9/2021,16:01:24,1,1,989.001039767603
5/24/2021,00:07:36.150,7/9/2021,16:01:24,1,1,989.001034194719
5/24/2021,00:19:48.200,7/9/2021,16:01:24,1,1,989.001039768911
5/24/2021,00:34:14.120,7/9/2021,16:01:24,1,1,989.001039768331
5/24/2021,00:44:56.670,7/9/2021,16:01:24,1,1,989.001039768118
5/24/2021,00:52:22.790,7/9/2021,16:01:24,1,1,989.001039769237
5/24/2021,00:57:24.710,7/9/2021,16:01:24,1,1,989.001034196250
5/24/2021,00:57:54.380,7/9/2021,16:01:24,1,1,989.001039768446
5/24/2021,01:24:46.540,7/9/2021,16:01:24,1,1,989.001034194945
5/24/2021,01:25:54.080,7/9/2021,16:01:24,1,1,989.001039768522
5/24/2021,01:34:34.950,7/9/2021,16:01:24,1,1,989.001039767904
5/24/2021,01:41:18.520,7/9/2021,16:01:24,1,1,989.001039768475
5/24/2021,01:41:27.120,7/9/2021,16:01:24,1,1,989.001034195332
5/24/2021,01:47:19.150,7/9/2021,16:01:24,1,1,989.001039767857
5/24/2021,01:50:37.100,7/9/2021,16:01:24,1,1,989.001039768504
5/24/2021,01:55:18.780,7/9/2021,16:01:24,1,1,989.001034197282
5/24/2021,02:15:45.760,7/9/2021,16:01:24,1,1,989.001039767810
5/24/2021,02:16:23.790,7/9/2021,16:01:24,1,1,989.001039768196
5/24/2021,02:23:09.260,7/9/2021,16:01:24,1,1,989.001034196877
5/24/2021,02:37:13.630,7/9/2021,16:01:24,1,1,989.001039768170
5/24/2021,02:52:11.360,7/9/2021,16:01:24,1,1,989.001034197214
5/24/2021,02:53:06.260,7/9/2021,16:01:24,1,1,989.001039768860
5/24/2021,03:19:04.620,7/9/2021,16:01:24,1,1,989.001034197258
5/24/2021,03:36:18.790,7/9/2021,16:01:24,1,1,989.001039769073
5/24/2021,03:38:11.080,7/9/2021,16:01:24,1,1,989.001034196730
5/24/2021,03:41:15.590,7/9/2021,16:01:24,1,1,989.001039769421
5/24/2021,04:08:15.820,7/9/2021,16:01:24,1,1,989.001034195287
5/24/2021,04:27:19.890,7/9/2021,16:01:24,1,1,989.001039768064
5/24/2021,04:33:24.190,7/9/2021,16:01:24,1,1,989.001034196307
5/24/2021,04:51:26.150,7/9/2021,16:01:24,1,1,989.001034194978
5/24/2021,05:06:37.060,7/9/2021,16:01:24,1,1,989.001034194749
5/24/2021,05:15:42.860,7/9/2021,16:01:24,1,1,989.001039769633
5/24/2021,06:13:28.610,7/9/2021,16:01:24,1,1,989.001034197028
5/25/2021,01:12:22.490,7/9/2021,16:01:24,1,1,989.001039768498
6/20/2021,01:12:37.420,7/5/2021,14:05:32,1,1,989.001039767920
6/20/2021,01:14:55.740,7/5/2021,14:05:32,1,1,989.001034196436
6/20/2021,01:16:27.280,7/5/2021,14:05:32,1,1,989.001034194729
6/20/2021,01:16:45.510,7/5/2021,14:05:32,1,1,989.001039767752
6/20/2021,01:18:55.790,7/5/2021,14:05:32,1,1,989.001039769570
6/20/2021,01:19:04.160,7/5/2021,14:05:32,1,1,989.001039768437
6/20/2021,01:22:47.880,7/5/2021,14:05:32,1,1,989.001039768294
6/20/2021,01:23:50.780,7/5/2021,14:05:32,1,1,989.001039769081
6/20/2021,01:24:42.590,7/5/2021,14:05:32,1,1,989.001034196319
6/20/2021,01:27:21.880,7/5/2021,14:05:32,1,1,989.001039769157
6/20/2021,01:32:49.150,7/5/2021,14:05:32,1,1,989.001039769508
6/20/2021,01:33:12.870,7/5/2021,14:05:32,1,1,989.001034197050
6/20/2021,01:36:44.950,7/5/2021,14:05:32,1,1,989.001039768583
6/20/2021,01:44:40.040,7/5/2021,14:05:32,1,1,989.001034195637
6/20/2021,01:51:08.310,7/5/2021,14:05:32,1,1,989.001039767631
6/20/2021,01:56:19.410,7/5/2021,14:05:32,1,1,989.001034197246
6/20/2021,02:00:36.870,7/5/2021,14:05:32,1,1,989.001034195750
6/20/2021,02:01:55.070,7/5/2021,14:05:32,1,1,989.001034194998
6/20/2021,02:04:10.230,7/5/2021,14:05:32,1,1,989.001034194826
6/20/2021,02:20:00.620,7/5/2021,14:05:32,1,1,989.001039769019
6/20/2021,02:30:36.530,7/5/2021,14:05:32,1,1,989.001034195734
6/20/2021,02:33:14.050,7/5/2021,14:05:32,1,1,989.001039768085
6/20/2021,02:47:40.020,7/5/2021,14:05:33,1,1,989.001034195160
6/20/2021,02:52:56.820,7/5/2021,14:05:33,1,1,989.001034196835
6/20/2021,03:02:16.260,7/5/2021,14:05:33,1,1,989.001034196306
6/20/2021,03:12:29.480,7/5/2021,14:05:33,1,1,989.001034197391
6/20/2021,03:31:32.590,7/5/2021,14:05:33,1,1,989.001039769424
6/20/2021,03:37:27.140,7/5/2021,14:05:33,1,1,989.001034196969
6/20/2021,03:49:26.170,7/5/2021,14:05:33,1,1,989.001034195807
6/20/2021,04:01:50.670,7/5/2021,14:05:33,1,1,989.001034197359
6/20/2021,04:51:35.530,7/5/2021,14:05:33,1,1,989.001039767710
6/20/2021,05:22:57.020,7/5/2021,14:05:33,1,1,989.001039768579
6/21/2021,00:09:51.330,7/5/2021,14:05:33,1,1,989.001039768812
