date,time,pre_kpa_20942062,temp,pres_kpa_20942063,water_level
6/27/2021,19:30:00,103.646,20.996,100.716,0.573
6/27/2021,19:40:00,103.629,20.996,100.706,0.572
6/27/2021,19:50:00,103.629,20.996,100.713,0.571
6/27/2021,20:00:00,103.626,20.901,100.693,0.573
6/27/2021,20:10:00,103.626,20.901,100.683,0.574
6/27/2021,20:20:00,103.61,20.901,100.679,0.573
6/27/2021,20:30:00,103.606,20.805,100.67,0.573
6/27/2021,20:40:00,103.606,20.805,100.665,0.574
6/27/2021,20:50:00,103.619,20.71,100.656,0.576
6/27/2021,21:00:00,103.619,20.71,100.683,0.573
6/27/2021,21:10:00,103.615,20.615,100.658,0.575
6/27/2021,21:20:00,103.611,20.519,100.67,0.574
6/27/2021,21:30:00,103.595,20.519,100.661,0.573
6/27/2021,21:40:00,103.592,20.424,100.656,0.573
6/27/2021,21:50:00,103.588,20.329,100.684,0.57
6/27/2021,22:00:00,103.588,20.329,100.691,0.569
6/27/2021,22:10:00,103.601,20.234,100.654,0.574
6/27/2021,22:20:00,103.613,20.138,100.665,0.574
6/27/2021,22:30:00,103.61,20.043,100.661,0.575
6/27/2021,22:40:00,103.626,20.043,100.672,0.575
6/27/2021,22:50:00,103.606,19.948,100.668,0.573
6/27/2021,23:00:00,103.602,19.853,100.647,0.575
6/27/2021,23:10:00,103.599,19.758,100.659,0.574
6/27/2021,23:20:00,103.611,19.662,100.671,0.574
6/27/2021,23:30:00,103.624,19.567,100.646,0.577
6/27/2021,23:40:00,103.604,19.472,100.657,0.574
6/27/2021,23:50:00,103.613,19.282,100.641,0.577
6/28/2021,00:00:00,103.594,19.187,100.653,0.574
6/28/2021,00:10:00,103.606,19.092,100.632,0.577
6/28/2021,00:20:00,103.587,18.996,100.66,0.572
6/28/2021,00:30:00,103.599,18.901,100.651,0.574
6/28/2021,00:40:00,103.596,18.806,100.646,0.575
6/28/2021,00:50:00,103.605,18.616,100.658,0.574
6/28/2021,01:00:00,103.585,18.521,100.653,0.573
6/28/2021,01:10:00,103.581,18.426,100.665,0.571
6/28/2021,01:20:00,103.578,18.331,100.645,0.573
6/28/2021,01:30:00,103.59,18.236,100.64,0.575
6/28/2021,01:40:00,103.587,18.14,100.636,0.575
6/28/2021,01:50:00,103.583,18.045,100.631,0.575
6/28/2021,02:00:00,103.564,17.95,100.611,0.575
6/28/2021,02:10:00,103.592,17.855,100.622,0.577
6/28/2021,02:20:00,103.573,17.76,100.622,0.575
6/28/2021,02:30:00,103.569,17.665,100.634,0.573
6/28/2021,02:40:00,103.601,17.665,100.646,0.575
6/28/2021,02:50:00,103.598,17.57,100.63,0.576
6/28/2021,03:00:00,103.614,17.57,100.657,0.575
6/28/2021,03:10:00,103.61,17.475,100.653,0.575
6/28/2021,03:20:00,103.61,17.475,100.648,0.576
6/28/2021,03:30:00,103.607,17.379,100.648,0.575
6/28/2021,03:40:00,103.623,17.379,100.66,0.576
6/28/2021,03:50:00,103.607,17.379,100.66,0.574
6/28/2021,04:00:00,103.619,17.284,100.656,0.576
6/28/2021,04:10:00,103.636,17.284,100.667,0.576
6/28/2021,04:20:00,103.636,17.284,100.679,0.575
6/28/2021,04:30:00,103.652,17.284,100.675,0.577
6/28/2021,04:40:00,103.668,17.284,100.686,0.578
6/28/2021,04:50:00,103.652,17.284,100.702,0.574
6/28/2021,05:00:00,103.668,17.284,100.702,0.576
6/28/2021,05:10:00,103.652,17.284,100.682,0.576
6/28/2021,05:20:00,103.636,17.284,100.677,0.575
6/28/2021,05:30:00,103.636,17.284,100.677,0.575
6/28/2021,05:40:00,103.636,17.284,100.673,0.576
6/28/2021,05:50:00,103.636,17.284,100.673,0.576
6/28/2021,06:00:00,103.655,17.379,100.685,0.576
6/28/2021,06:10:00,103.655,17.379,100.669,0.578
6/28/2021,06:20:00,103.655,17.379,100.68,0.577
6/28/2021,06:30:00,103.659,17.475,100.696,0.576
6/28/2021,06:40:00,103.626,17.475,100.676,0.574
6/28/2021,06:50:00,103.626,17.475,100.676,0.574
6/28/2021,07:00:00,103.63,17.57,100.676,0.575
6/28/2021,07:10:00,103.614,17.57,100.66,0.575
6/28/2021,07:20:00,103.617,17.665,100.664,0.575
6/28/2021,07:30:00,103.617,17.665,100.68,0.573
6/28/2021,07:40:00,103.621,17.76,100.653,0.576
6/28/2021,07:50:00,103.621,17.76,100.657,0.576
6/28/2021,08:00:00,103.624,17.855,100.661,0.576
6/28/2021,08:10:00,103.608,17.855,100.67,0.573
6/28/2021,08:20:00,103.624,17.855,100.651,0.577
6/28/2021,08:30:00,103.596,17.95,100.66,0.573
6/28/2021,08:40:00,103.596,17.95,100.669,0.572
6/28/2021,08:50:00,103.599,18.045,100.646,0.575
6/28/2021,09:00:00,103.599,18.045,100.654,0.574
6/28/2021,09:10:00,103.619,18.14,100.647,0.577
6/28/2021,09:20:00,103.603,18.14,100.661,0.574
6/28/2021,09:30:00,103.587,18.14,100.653,0.573
6/28/2021,09:40:00,103.606,18.236,100.667,0.573
6/28/2021,09:50:00,103.606,18.236,100.664,0.574
6/28/2021,10:00:00,103.61,18.331,100.657,0.575
6/28/2021,10:10:00,103.594,18.331,100.654,0.573
6/28/2021,10:20:00,103.581,18.426,100.636,0.574
6/28/2021,10:30:00,103.585,18.521,100.649,0.573
6/28/2021,10:40:00,103.585,18.521,100.631,0.575
6/28/2021,10:50:00,103.556,18.616,100.64,0.571
6/28/2021,11:00:00,103.56,18.711,100.626,0.573
6/28/2021,11:10:00,103.563,18.806,100.624,0.573
6/28/2021,11:20:00,103.554,18.996,100.621,0.573
6/28/2021,11:30:00,103.574,19.092,100.624,0.575
6/28/2021,11:40:00,103.545,19.187,100.633,0.571
6/28/2021,11:50:00,103.549,19.282,100.631,0.571
6/28/2021,12:00:00,103.572,19.472,100.633,0.573
6/28/2021,12:10:00,103.56,19.567,100.625,0.573
6/28/2021,12:20:00,103.547,19.662,100.621,0.572
6/28/2021,12:30:00,103.538,19.853,100.623,0.571
6/28/2021,12:40:00,103.526,19.948,100.633,0.569
6/28/2021,12:50:00,103.549,20.138,100.606,0.574
6/28/2021,13:00:00,103.52,20.234,100.604,0.571
6/28/2021,13:10:00,103.492,20.329,100.607,0.568
6/28/2021,13:20:00,103.495,20.424,100.589,0.57
6/28/2021,13:30:00,103.483,20.519,100.604,0.567
6/28/2021,13:40:00,103.487,20.615,100.593,0.569
6/28/2021,13:50:00,103.474,20.71,100.585,0.568
6/28/2021,14:00:00,103.462,20.805,100.579,0.568
6/28/2021,14:10:00,103.465,20.901,100.574,0.569
6/28/2021,14:20:00,103.453,20.996,100.569,0.568
6/28/2021,14:30:00,103.44,21.091,100.548,0.569
6/28/2021,14:40:00,103.44,21.091,100.548,0.569
6/28/2021,14:50:00,103.444,21.187,100.543,0.57
6/28/2021,15:00:00,103.428,21.187,100.527,0.57
6/28/2021,15:10:00,103.415,21.282,100.532,0.568
6/28/2021,15:20:00,103.419,21.378,100.532,0.568
6/28/2021,15:30:00,103.419,21.378,100.527,0.569
6/28/2021,15:40:00,103.423,21.473,100.522,0.57
6/28/2021,15:50:00,103.406,21.473,100.507,0.57
6/28/2021,16:00:00,103.39,21.473,100.487,0.57
6/28/2021,16:10:00,103.358,21.473,100.47,0.568
6/28/2021,16:20:00,103.346,21.569,100.47,0.567
6/28/2021,16:30:00,103.33,21.569,100.45,0.568
6/28/2021,16:40:00,103.314,21.569,100.422,0.569
6/28/2021,16:50:00,103.282,21.569,100.411,0.567
6/28/2021,17:00:00,103.282,21.569,100.411,0.567
6/28/2021,17:10:00,103.282,21.569,100.411,0.567
6/28/2021,17:20:00,103.249,21.569,100.385,0.566
6/28/2021,17:30:00,103.249,21.569,100.392,0.565
6/28/2021,17:40:00,103.253,21.664,100.379,0.567
6/28/2021,17:50:00,103.221,21.664,100.373,0.564
6/28/2021,18:00:00,103.221,21.664,100.369,0.565
6/28/2021,18:10:00,103.217,21.569,100.355,0.566
6/28/2021,18:20:00,103.233,21.569,100.336,0.569
6/28/2021,18:30:00,103.201,21.569,100.337,0.566
6/28/2021,18:40:00,103.201,21.569,100.323,0.567
6/28/2021,18:50:00,103.201,21.569,100.335,0.566
6/28/2021,19:00:00,103.185,21.569,100.325,0.566
6/28/2021,19:10:00,103.185,21.569,100.316,0.566
6/28/2021,19:20:00,103.201,21.569,100.322,0.567
6/28/2021,19:30:00,103.217,21.569,100.318,0.57
6/28/2021,19:40:00,103.217,21.569,100.34,0.567
6/28/2021,19:50:00,103.198,21.473,100.315,0.568
6/28/2021,20:00:00,103.214,21.473,100.31,0.57
6/28/2021,20:10:00,103.198,21.473,100.317,0.568
6/28/2021,20:20:00,103.214,21.473,100.324,0.569
6/28/2021,20:30:00,103.21,21.378,100.319,0.569
6/28/2021,20:40:00,103.21,21.378,100.326,0.568
6/28/2021,20:50:00,103.239,21.282,100.333,0.57
6/28/2021,21:00:00,103.255,21.282,100.374,0.568
6/28/2021,21:10:00,103.283,21.187,100.392,0.569
6/28/2021,21:20:00,103.315,21.187,100.417,0.569
6/28/2021,21:30:00,103.312,21.091,100.427,0.568
6/28/2021,21:40:00,103.344,21.091,100.452,0.569
6/28/2021,21:50:00,103.388,20.996,100.482,0.57
6/28/2021,22:00:00,103.401,20.901,100.503,0.569
6/28/2021,22:10:00,103.433,20.901,100.533,0.57
6/28/2021,22:20:00,103.478,20.805,100.559,0.572
6/28/2021,22:30:00,103.474,20.71,100.594,0.568
6/28/2021,22:40:00,103.503,20.615,100.611,0.569
6/28/2021,22:50:00,103.531,20.519,100.614,0.571
6/28/2021,23:00:00,103.544,20.424,100.621,0.572
6/28/2021,23:10:00,103.528,20.424,100.624,0.57
6/28/2021,23:20:00,103.54,20.329,100.619,0.572
6/28/2021,23:30:00,103.536,20.234,100.635,0.57
6/28/2021,23:40:00,103.549,20.138,100.626,0.572
6/28/2021,23:50:00,103.545,20.043,100.634,0.571
6/29/2021,00:00:00,103.558,19.948,100.641,0.571
6/29/2021,00:10:00,103.554,19.853,100.656,0.569
6/29/2021,00:20:00,103.551,19.758,100.647,0.57
6/29/2021,00:30:00,103.579,19.662,100.654,0.572
6/29/2021,00:40:00,103.576,19.567,100.65,0.572
6/29/2021,00:50:00,103.569,19.377,100.666,0.57
6/29/2021,01:00:00,103.549,19.282,100.654,0.569
6/29/2021,01:10:00,103.562,19.187,100.65,0.571
6/29/2021,01:20:00,103.574,19.092,100.645,0.572
6/29/2021,01:30:00,103.603,18.996,100.689,0.571
6/29/2021,01:40:00,103.619,18.996,100.717,0.57
6/29/2021,01:50:00,103.631,18.901,100.717,0.571
6/29/2021,02:00:00,103.644,18.806,100.736,0.57
6/29/2021,02:10:00,103.656,18.711,100.74,0.571
6/29/2021,02:20:00,103.653,18.616,100.761,0.569
6/29/2021,02:30:00,103.665,18.521,100.74,0.572
6/29/2021,02:40:00,103.681,18.521,100.768,0.571
6/29/2021,02:50:00,103.678,18.426,100.78,0.569
6/29/2021,03:00:00,103.69,18.331,100.78,0.57
6/29/2021,03:10:00,103.706,18.331,100.796,0.57
6/29/2021,03:20:00,103.687,18.236,100.796,0.568
6/29/2021,03:30:00,103.715,18.14,100.796,0.571
6/29/2021,03:40:00,103.731,18.14,100.812,0.571
6/29/2021,03:50:00,103.728,18.045,100.828,0.569
6/29/2021,04:00:00,103.728,18.045,100.815,0.571
6/29/2021,04:10:00,103.744,18.045,100.831,0.571
6/29/2021,04:20:00,103.773,17.95,100.847,0.572
6/29/2021,04:30:00,103.789,17.95,100.863,0.572
6/29/2021,04:40:00,103.773,17.95,100.867,0.57
6/29/2021,04:50:00,103.789,17.95,100.863,0.572
6/29/2021,05:00:00,103.785,17.855,100.863,0.572
6/29/2021,05:10:00,103.785,17.855,100.863,0.572
6/29/2021,05:20:00,103.769,17.855,100.867,0.57
6/29/2021,05:30:00,103.769,17.855,100.863,0.57
6/29/2021,05:40:00,103.769,17.855,100.842,0.572
6/29/2021,05:50:00,103.769,17.855,100.842,0.572
6/29/2021,06:00:00,103.773,17.95,100.838,0.573
6/29/2021,06:10:00,103.773,17.95,100.838,0.573
6/29/2021,06:20:00,103.773,17.95,100.854,0.571
6/29/2021,06:30:00,103.773,17.95,100.85,0.572
6/29/2021,06:40:00,103.756,17.95,100.838,0.571
6/29/2021,06:50:00,103.756,17.95,100.842,0.571
6/29/2021,07:00:00,103.756,17.95,100.847,0.57
6/29/2021,07:10:00,103.74,17.95,100.831,0.57
6/29/2021,07:20:00,103.744,18.045,100.847,0.569
6/29/2021,07:30:00,103.744,18.045,100.847,0.569
6/29/2021,07:40:00,103.744,18.045,100.831,0.571
6/29/2021,07:50:00,103.744,18.045,100.831,0.571
6/29/2021,08:00:00,103.76,18.045,100.826,0.573
6/29/2021,08:10:00,103.744,18.045,100.842,0.57
6/29/2021,08:20:00,103.744,18.045,100.826,0.571
6/29/2021,08:30:00,103.744,18.045,100.826,0.571
6/29/2021,08:40:00,103.744,18.045,100.826,0.571
6/29/2021,08:50:00,103.74,17.95,100.861,0.567
6/29/2021,09:00:00,103.74,17.95,100.914,0.562
6/29/2021,09:10:00,100.725,17.95,100.865,0.259
6/29/2021,09:20:00,100.479,18.236,100.547,0.266
6/29/2021,09:30:00,100.644,18.806,100.692,0.268
6/29/2021,09:40:00,100.613,19.282,100.683,0.266
6/29/2021,09:50:00,100.385,20.043,100.423,0.269
6/29/2021,10:00:00,100.576,20.901,100.683,0.262
6/29/2021,10:10:00,100.329,21.569,100.367,0.269
6/29/2021,10:20:00,100.867,22.238,100.882,0.272
6/29/2021,10:30:00,100.84,21.951,100.889,0.268
6/29/2021,10:40:00,100.427,21.187,100.576,0.258
6/29/2021,10:50:00,100.753,20.901,100.791,0.269
6/29/2021,11:00:00,100.753,20.901,100.785,0.27
6/29/2021,11:10:00,100.76,21.091,100.797,0.269
6/29/2021,11:20:00,100.77,21.378,100.797,0.27
6/29/2021,11:30:00,100.781,21.664,100.801,0.271
6/29/2021,11:40:00,100.792,21.951,100.81,0.271
6/29/2021,11:50:00,100.783,22.142,100.819,0.269
6/29/2021,12:00:00,100.794,22.429,100.839,0.269
6/29/2021,12:10:00,100.576,22.621,100.637,0.267
6/29/2021,12:20:00,100.591,23.004,100.635,0.269
6/29/2021,12:30:00,100.605,23.388,100.653,0.268
6/29/2021,12:40:00,100.603,23.773,100.65,0.268
6/29/2021,12:50:00,100.607,23.869,100.675,0.266
6/29/2021,13:00:00,100.614,24.062,100.663,0.268
6/29/2021,13:10:00,100.614,24.062,100.652,0.269
6/29/2021,13:20:00,100.586,24.158,100.656,0.266
6/29/2021,13:30:00,100.606,24.255,100.661,0.268
6/29/2021,13:40:00,100.609,24.351,100.665,0.267
6/29/2021,13:50:00,100.609,24.351,100.654,0.269
6/29/2021,14:00:00,100.593,24.351,100.654,0.267
6/29/2021,14:10:00,100.593,24.351,100.654,0.267
6/29/2021,14:20:00,100.597,24.448,100.642,0.269
6/29/2021,14:30:00,100.581,24.448,100.647,0.266
6/29/2021,14:40:00,100.584,24.545,100.635,0.268
6/29/2021,14:50:00,100.572,24.641,100.624,0.268
6/29/2021,15:00:00,100.56,24.738,100.612,0.268
6/29/2021,15:10:00,100.563,24.835,100.617,0.268
6/29/2021,15:20:00,100.535,24.931,100.589,0.268
6/29/2021,15:30:00,100.507,25.028,100.583,0.265
6/29/2021,15:40:00,100.526,25.125,100.576,0.268
6/29/2021,15:50:00,100.526,25.125,100.56,0.27
6/29/2021,16:00:00,100.51,25.125,100.56,0.268
6/29/2021,16:10:00,100.507,25.028,100.56,0.268
6/29/2021,16:20:00,100.49,25.028,100.56,0.266
6/29/2021,16:30:00,100.503,24.931,100.555,0.268
6/29/2021,16:40:00,100.483,24.835,100.534,0.268
6/29/2021,16:50:00,100.463,24.738,100.509,0.268
6/29/2021,17:00:00,100.456,24.545,100.505,0.268
6/29/2021,17:10:00,100.468,24.448,100.532,0.267
6/29/2021,17:20:00,100.481,24.351,100.523,0.269
6/29/2021,17:30:00,100.474,24.158,100.535,0.267
6/29/2021,17:40:00,100.47,24.062,100.53,0.267
6/29/2021,17:50:00,100.482,23.966,100.542,0.267
6/29/2021,18:00:00,100.482,23.966,100.542,0.267
6/29/2021,18:10:00,100.498,23.966,100.558,0.267
6/29/2021,18:20:00,100.511,23.869,100.553,0.269
6/29/2021,18:30:00,100.488,23.677,100.565,0.265
6/29/2021,18:40:00,100.516,23.581,100.576,0.267
6/29/2021,18:50:00,100.5,23.581,100.56,0.267
6/29/2021,19:00:00,100.516,23.581,100.576,0.267
6/29/2021,19:10:00,100.536,23.677,100.603,0.266
6/29/2021,19:20:00,100.539,23.773,100.603,0.267
6/29/2021,19:30:00,100.527,23.869,100.608,0.265
6/29/2021,19:40:00,100.514,23.966,100.576,0.267
6/29/2021,19:50:00,100.534,24.062,100.608,0.266
6/29/2021,20:00:00,100.512,23.484,100.585,0.266
6/29/2021,20:10:00,100.485,23.196,100.564,0.265
6/29/2021,20:20:00,100.482,23.1,100.544,0.267
6/29/2021,20:30:00,100.446,23.004,100.523,0.265
6/29/2021,20:40:00,100.451,22.717,100.514,0.267
6/29/2021,20:50:00,100.441,22.429,100.505,0.267
6/29/2021,21:00:00,100.434,22.238,100.512,0.265
6/29/2021,21:10:00,100.427,22.046,100.508,0.265
6/29/2021,21:20:00,100.439,21.951,100.499,0.267
6/29/2021,21:30:00,100.443,22.046,100.499,0.267
6/29/2021,21:40:00,100.446,22.142,100.503,0.267
6/29/2021,21:50:00,100.466,22.238,100.519,0.268
6/29/2021,22:00:00,100.482,22.238,100.535,0.268
6/29/2021,22:10:00,100.482,22.238,100.535,0.268
6/29/2021,22:20:00,100.485,22.333,100.535,0.268
6/29/2021,22:30:00,100.505,22.429,100.54,0.27
6/29/2021,22:40:00,100.492,22.525,100.54,0.268
6/29/2021,22:50:00,100.476,22.525,100.524,0.268
6/29/2021,23:00:00,100.476,22.525,100.524,0.268
6/29/2021,23:10:00,100.46,22.525,100.512,0.268
6/29/2021,23:20:00,100.46,22.525,100.512,0.268
6/29/2021,23:30:00,100.464,22.621,100.528,0.267
6/29/2021,23:40:00,100.476,22.525,100.544,0.266
6/29/2021,23:50:00,100.476,22.525,100.54,0.267
6/30/2021,00:00:00,100.492,22.525,100.556,0.267
6/30/2021,00:10:00,100.508,22.525,100.556,0.268
6/30/2021,00:20:00,100.508,22.525,100.588,0.265
6/30/2021,00:30:00,100.541,22.525,100.588,0.268
6/30/2021,00:40:00,100.553,22.429,100.599,0.268
6/30/2021,00:50:00,100.553,22.429,100.599,0.268
6/30/2021,01:00:00,100.569,22.429,100.599,0.27
6/30/2021,01:10:00,100.565,22.333,100.615,0.268
6/30/2021,01:20:00,100.565,22.333,100.627,0.267
6/30/2021,01:30:00,100.565,22.333,100.611,0.268
6/30/2021,01:40:00,100.578,22.238,100.627,0.268
6/30/2021,01:50:00,100.578,22.238,100.622,0.269
6/30/2021,02:00:00,100.594,22.238,100.638,0.269
6/30/2021,02:10:00,100.594,22.238,100.622,0.27
6/30/2021,02:20:00,100.59,22.142,100.634,0.269
6/30/2021,02:30:00,100.574,22.142,100.634,0.267
6/30/2021,02:40:00,100.59,22.142,100.65,0.267
6/30/2021,02:50:00,100.587,22.046,100.65,0.267
6/30/2021,03:00:00,100.603,22.046,100.662,0.267
6/30/2021,03:10:00,100.619,22.046,100.678,0.267
6/30/2021,03:20:00,100.603,22.046,100.662,0.267
6/30/2021,03:30:00,100.615,21.951,100.662,0.268
6/30/2021,03:40:00,100.615,21.951,100.694,0.265
6/30/2021,03:50:00,100.599,21.951,100.678,0.265
6/30/2021,04:00:00,100.631,21.951,100.694,0.267
6/30/2021,04:10:00,100.615,21.951,100.678,0.267
6/30/2021,04:20:00,100.612,21.855,100.694,0.265
6/30/2021,04:30:00,100.628,21.855,100.694,0.266
6/30/2021,04:40:00,100.628,21.855,100.694,0.266
6/30/2021,04:50:00,100.644,21.855,100.694,0.268
6/30/2021,05:00:00,100.644,21.855,100.689,0.269
6/30/2021,05:10:00,100.624,21.76,100.705,0.265
6/30/2021,05:20:00,100.64,21.76,100.673,0.27
6/30/2021,05:30:00,100.624,21.76,100.673,0.268
6/30/2021,05:40:00,100.624,21.76,100.689,0.267
6/30/2021,05:50:00,100.64,21.76,100.689,0.268
6/30/2021,06:00:00,100.624,21.76,100.673,0.268
6/30/2021,06:10:00,100.624,21.76,100.689,0.267
6/30/2021,06:20:00,100.624,21.76,100.689,0.267
6/30/2021,06:30:00,100.64,21.76,100.705,0.267
6/30/2021,06:40:00,100.656,21.76,100.705,0.268
6/30/2021,06:50:00,100.64,21.76,100.705,0.267
6/30/2021,07:00:00,100.64,21.76,100.721,0.265
6/30/2021,07:10:00,100.656,21.76,100.705,0.268
6/30/2021,07:20:00,100.656,21.76,100.721,0.267
6/30/2021,07:30:00,100.656,21.76,100.721,0.267
6/30/2021,07:40:00,100.672,21.76,100.737,0.267
6/30/2021,07:50:00,100.672,21.76,100.753,0.265
6/30/2021,08:00:00,100.688,21.76,100.753,0.267
6/30/2021,08:10:00,100.676,21.855,100.737,0.267
6/30/2021,08:20:00,100.676,21.855,100.721,0.269
6/30/2021,08:30:00,100.656,21.76,100.717,0.267
6/30/2021,08:40:00,100.656,21.76,100.733,0.265
6/30/2021,08:50:00,100.66,21.855,100.721,0.267
6/30/2021,09:00:00,100.679,21.951,100.742,0.267
6/30/2021,09:10:00,100.683,22.046,100.742,0.267
6/30/2021,09:20:00,100.674,22.238,NA,NA
